id,instruction,node_precision,node_recall,node_f1,edit_distance,link_precision,link_recall,link_f1,argument_precision,argument_recall,argument_f1
18424882,"I have an image, example.jpg, with text in it. Please extract the text from the image and paraphrase it to give me a different version of the text with the original meaning preserved.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
67337974,"I am preparing a presentation on the cultural significance of the Eiffel Tower. Please help me find some information on this topic online, translate it into English if necessary, paraphrase the text for better understanding and provide me with some relevant images as well. User-specified text: 'Eiffel Tower cultural significance'.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
13291860,I have a video 'example.mp4' that contains some text displaying a URL. I want to extract this URL from the video and download an audio file from it.,1.0,1.0,1.0,1.0,0,0,0,0.25,1.0,0.4
76210773,I would like to convert an online article into a descriptive audio while providing a visual representation of the audio. The URL is https://www.example.com/article.,1.0,0.75,0.8571428571428571,0.0,0,0,0,0.6666666666666666,0.5,0.5714285714285715
68612223,"I need help with processing the image at 'example.jpg' where text is contained in the image. Can you please download the image, extract the text, and check it for grammatical errors? Finally, provide me with a paraphrased version of the corrected text.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
29369557,I want to find a video tutorial on how to make a chocolate cake.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
23862407,"I want to create a slideshow video that includes a panorama image. The panorama should be made from an image 'example2.png' with the visual style of an image similar to 'example.jpg', stitched together with another image 'example3.png'. The output video should also include 'example4.jpg' as the second slide.",1.0,0.75,0.8571428571428571,-0.25,0,0,0,1.0,0.75,0.8571428571428571
23492962,"I have an audio recording, example.wav, that contains a lot of background noise. I'd like to reduce the noise in the recording using the Audio Noise Reduction tool.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
19218084,"I have a black and white image of an old newspaper (example.jpg) and I want to colorize it first, then apply the style of a modern newspaper (example.png) to it, and finally extract the text from the stylized image.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
10884823,"I have a video 'example.mp4', and I want to download its audio, transcribe it, extract keywords, apply audio effects based on the keywords, synchronize the audio with the video, adjust the playback speed, and add a voiceover using 'example.wav'.",0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428572,0,0,0,0.9090909090909091,0.9090909090909091,0.9090909090909091
96945825,I would like to transcribe the speech from a video file 'example.mp4' into text.,0.0,0.0,0,-1.5,0,0,0,0.0,0.0,0
18772019,"I'm looking for information related to European Renaissance paintings, but the text I have is too complex. I want to search for a simplified version of the text and generate an audio file from the search result. Then, create a visual representation of the audio and stitch it together with example.jpg to make a collage.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
19430398,"I have a black and white image 'example.jpg', and I want to add color to it using deep learning techniques.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
19574598,"I have a video 'example.mp4' and an audio file 'example.wav'. I want to provide a more comprehensive narration to the video. Please simplify the following text, expand it into a more detailed version, check for grammatical errors and paraphrase it. Then search the internet for related content. Use the paraphrased text as a voiceover for my video, stabilize the video, and synchronize the existing audio file with the video. The text is: 'Climate change is a major concern, with increasing temperatures and melting ice caps causing problems for animals and human health.'",0.875,1.0,0.9333333333333333,0.875,0,0,0,0.8,0.8,0.8000000000000002
31376398,"I have a short text 'Amazing sunset at the beach'. I would like to expand it into a detailed description, summarize it, and get an image based on the summarized text",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
73203289,"I have an audio file containing a speech, but there is too much background noise. Please help me reduce the noise in the example.wav file.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
31457304,"I'd like to anonymize my voice in a recorded example.wav file, change the tone, pitch, and gender according to my preferences, apply some audio effects like reverb and chorus, then transcribe the modified audio to text and extract any URLs that may be present in the transcribed text.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
17846058,"I have an image called 'example_content.jpg' and I want to apply the visual style of the image 'example_style.jpg' to it. After the style is applied, I want to search for similar images and get the text from the top searched image.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
20183863,"I want to add a voiceover to my video 'example.mp4' using the following script:
'Welcome to the world of example information. In this video, we will explore the wonders of example knowledge.'.",0.5,1.0,0.6666666666666666,-1.0,0,0,0,0.3333333333333333,0.5,0.4
17308325,I have a video named 'example.mp4'. I want to extract the audio track from it and modify the voice according to the sentiment of the following text: 'I am feeling very happy today!'.,1.0,1.0,1.0,0.33333333333333337,0,0,0,1.0,1.0,1.0
12041432,I have an image 'example.jpg' with text on it. I want to search the internet for that text and use the top result as a script to add a voiceover to my video 'example.mp4'. Please help me with this task.,0.6666666666666666,1.0,0.8,0.6666666666666667,0,0,0,0.5,0.5,0.5
17926930,"I have this article titled 'Benefits of Exercise', and I would like to have a unique version of it created using an Article Spinner. Please find the original text below: 'Exercise offers incredible benefits that can improve nearly every aspect of your health from the inside out. Regular physical activity can increase the production of hormones that make you feel happier and help you sleep better. It can also improve your skin's appearance, help you lose weight and keep it off, reduce the risk of chronic diseases, and improve your brain health.'",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
20520288,"I have a large article about the latest advances in artificial intelligence, and I want to extract the most important keywords and phrases from it to share with my colleagues. I don't want to manually read and pick out the key points. The text is: 'Artificial intelligence is revolutionizing the way we perceive and interact with technology. From self-driving cars to predictive analytics in healthcare, AI has the potential to transform various industries. Machine learning, deep learning, and natural language processing are some of the cutting-edge techniques driving this change. These advanced methodologies enable AI systems to learn, reason, and make decisions similar to humans. As AI continues to advance, its impact on society, economy, and human lives will only grow stronger, making it crucial for governments and businesses to adapt and adopt the emerging technologies.'",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
18023378,I have a URL for an image with text on it that I would like to use as a script for a voiceover in my video 'example.mp4'. I also want to apply the visual style of 'example.jpg' to my downloaded image. Please help me with these tasks.,1.0,1.0,1.0,0.0,0,0,0,0.8,0.8,0.8000000000000002
33952780,I want to search for the keyword 'example.jpg' on the internet to find an example image for my project.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
68930297,Search for articles related to 'Artificial Intelligence' online,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
16014391,"I have an image 'example.jpg' with some text on it, and I'd like to extract the text from this image. Please modify the characteristics of the recorded voice in 'example.wav' based on the extracted text. Then synchronize the modified voice with the video 'example.mp4'. Please transcribe the speech from the synchronized video and adjust the playback speed of the synchronized video based on the transcribed text.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
13845095,"I want to apply the visual style of a scene from the video at 'www.examplevideourl.com' to my own image 'example.jpg'. First, download the video, extract a still image, search for a similar image, and then apply the style to my image.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
12448286,Please transcribe the speech from the video file 'example.mp4' into text.,0.0,0.0,0,-1.5,0,0,0,0.0,0.0,0
20214529,"I want to adjust the playback speed of my example.mp4 video according to this instruction 'increase speed by 1.5x'. After adjusting the speed, I want to extract a still image from it and save it as example.jpg. Furthermore, I would like to extract the audio track from the adjusted video and save it as example.wav.",1.0,1.0,1.0,0.33333333333333337,0,0,0,1.0,0.8,0.888888888888889
27256286,"I have an article (example.txt) and a video (example.mp4) that I would like to merge. Please analyze the sentiment of my article, rewrite it, add a voiceover to my video using the rewritten article, transcribe the video with the voiceover, and finally, adjust the playback speed according to my instruction: 'speed up 1.5x'.",1.0,0.8,0.888888888888889,-0.19999999999999996,0,0,0,0.7142857142857143,0.7142857142857143,0.7142857142857143
22797525,"Please translate the following French text message to English: ""Je suis très heureux de vous rencontrer.""",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
84887300,I have an audio file at the following URL: 'https://example.com/example.wav' and I want to apply audio effects to it. The instructions for the effects are in Spanish: 'Aplica reverberación y ecualización al archivo de audio'. Please help me.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
33379358,I have a video file 'example.mp4' and I want to extract the audio track from it.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
15644057,"I want to create a visually appealing representation of an audio file from this URL: 'https://www.example.com/audio.wav'. Then, I want to combine this visualization with the following image: 'example.jpg', apply a style from this other image: 'style_example.png', and extract any text present in the final image. Finally, search for a video related to this extracted text and add a voiceover using the following script: 'This is a voiceover example.'",1.0,1.0,1.0,0.7142857142857143,0,0,0,1.0,1.0,1.0
19916475,I have an image file named 'example.jpg' with some text on it. I want to get a more understandable and descriptive version of the text and generate a new image based on that.,1.0,0.75,0.8571428571428571,0.0,0,0,0,1.0,0.75,0.8571428571428571
22874907,"I would like to download the text content from 'https://www.example.com', translate it to English, create a spun version of the translation, and use that spun text to generate an image based on its description. Please provide me with the spun English text and the generated image.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
37900068,"I want to find an interesting video related to the text I found in the stitched picture which is made by combining example1.jpg and example2.jpg, and synchronize it with my own voiceover.example.wav.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
20318850,"I have two audio files from an interview, interview_a.wav and interview_b.wav. I need to combine these two files into one file called combined_interview.wav.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
33809226,I have a text that I want to be paraphrased while preserving its original meaning. Here is the text: 'The quick brown fox jumps over the lazy dog.',1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
28120861,"I need a tool to help me analyze the sentiment of this text: 'I am unsatisfied with the service I received today.' After analyzing the sentiment, please simplify the text and then apply a reverb effect to the example.wav audio file. Finally, reduce any background noise present in the resulting audio.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
28773454,I have a sentence that I need paraphrased: 'The quick brown fox jumped over the lazy dog.',1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
31407822,"I want to create a slideshow video that includes two images: one image generated from the text 'example.txt' and another image 'example.jpg'. Also, please analyze the sentiment of the text 'example.txt' and provide the result.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
15145248,I have a video file named 'example.mp4' containing a lecture on a certain topic. Please transcribe the speech in the video into text.,0.0,0.0,0,-1.5,0,0,0,0.0,0.0,0
20951685,I am writing a blog post about the environment and need some inspiration for specific topics to cover and related images to include. Here is my initial input text: 'The impact of climate change on our planet and solutions to promote environmental sustainability.',1.0,1.0,1.0,1.0,0,0,0,0.5,1.0,0.6666666666666666
10902761,I want a voiceover added to example.mp4 using keywords extracted from the following text: 'The quick brown fox jumped over the lazy dog.' Please ensure the grammar of the keywords is correct and they are paraphrased. Perform an online search with the paraphrased keywords to find relevant information.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
35668999,"I want to download the audio file from 'https://example.com/example.wav', reduce the background noise, and synchronize the noise-reduced audio with my video 'example.mp4'.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
32089993,"I have a URL containing an audio file with some speech. I want to download the audio, transcribe the speech into text, generate an image based on the text, and then adjust the playback speed of a video file 'example.mp4' according to the transcribed text.",1.0,1.0,1.0,1.0,0,0,0,0.8,0.8,0.8000000000000002
17578076,I need a video to be generated with the following text description: 'A beautiful sunset on the beach with waves crashing and a couple walking hand in hand. Include the calming sound of the ocean and the bright orange and pink colors in the sky. Duration: 1 minute.',1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
24659239,I'd like to download the text content from this website: https://example.com,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
28412019,"Please translate the following text from Spanish to English: 'Hola, ¿cómo estás hoy?'",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
26817602,"I need help to translate the following French article and then rewrite it in English using synonyms and syntax changes to obtain a fresh version. After that, I want to find videos related to the new version of the article: ""Le chat noir est très mystérieux"".",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
44993782,Please change the characteristics of the voice in example.wav to sound deeper in tone and more masculine in gender.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
12066196,"I have an audio file 'example_audio.wav' with background noise that I'd like to use in a video project. I need the noise reduced and the audio converted into a waveform or spectrogram image. Then, I'd like to stitch this waveform image with another image 'example_image.jpg' to create a collage. Lastly, please colorize the final stitched black and white image.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
32638841,I have a video file example.mp4 that contains some speech and a URL. I would like to know the sentiment of the speech and extract the URL from it.,0.5,0.5,0.5,-1.0,0,0,0,0.5,0.5,0.5
13710111,"I have an interest in artificial intelligence and machine learning, and I want to develop a blog post or an article on this subject. Please help me generate some relevant topics and expand them into more detailed versions.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
26423418,"I have written a text about my experience at the summer camp. Please help me check its grammar, make it simpler and more understandable, and extract the most important keywords. Here is my text: 'The summer camp was an exciting experience, where I partook in various activities such as hiking, swimming, and archery.'",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
62178945,"I have a piece of text in German: 'Hallo, wie geht es Ihnen? Ich möchte wissen, wie man diese Aussage auf Englisch richtig formuliert.' Please translate it to English, search for relevant information on proper English usage, check the grammaticality of the resulting text, and provide me with an audio file of the corrected text.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
26668950,Please generate an image that represents the following description: 'A house surrounded by trees with a beautiful sunset in the background'.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
73826980,"I have this Spanish text I found online, and I need it translated into English. After that, please check grammar and suggest corrections. Then rewrite the translation into a unique version and finally extract any URLs from the rewritten text. The Spanish text is: 'Hoy es un gran día para apreciar la naturaleza. Mira este artículo (https://example.com) y compártelo con tus amigos.'",0.75,0.75,0.75,0.75,0,0,0,0.75,0.75,0.75
14119571,"I need to create a new unique version of this article 'example.txt', find a related video based on the new article, and extract its audio to 'example.wav'.",1.0,1.0,1.0,1.0,0,0,0,1.0,0.75,0.8571428571428571
20554586,"I have a video titled 'example.mp4' containing a speech on environmental conservation, and I need to find related images for my presentation. Please transcribe the speech into text, paraphrase it, summarize it, search for the summarized text on the internet, extract the keywords and search for related images.",1.0,0.8333333333333334,0.9090909090909091,-0.33333333333333326,0,0,0,1.0,0.8333333333333334,0.9090909090909091
44432745,Please create an audio file by reading the following text: 'The quick brown fox jumps over the lazy dog.',1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
20702226,"I have a video file 'example.mp4' containing spoken words, and two audio files 'example.wav' and 'example2.wav'. I want to extract keywords from the video, apply audio effects to 'example.wav' based on those keywords and then combine it with 'example2.wav'.",0.4,0.6666666666666666,0.5,-0.8,0,0,0,0.5,0.6,0.5454545454545454
13577171,I need to find a video tutorial on how to cook pasta. Please find a video for me.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
27122855,I need to expand the following short text into a more detailed and descriptive version: 'Beautiful sunset at the beach.',1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
16418841,I want to combine the visual style of example1.jpg with the content of example2.jpg to create a new image using neural style transfer techniques.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
11657334,"I have an image, 'example.jpg', that contains some text. Please use the Image-to-Text tool to extract the text from the image for me.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
11307128,"I have two audio files, 'example1.wav' and 'example2.wav'. I want to combine them into a single audio file, transcribe the speech in the combined audio into text, and generate a waveform image of the combined audio.",1.0,1.0,1.0,-0.33333333333333326,0,0,0,1.0,1.0,1.0
31788289,"I have a speech in an audio file 'example.wav'. I want to get a corrected and simplified transcribed text from it, then generate a unique and detailed version of the text, and finally, obtain a list of relevant topics in English.",1.0,0.8333333333333334,0.9090909090909091,0.33333333333333337,0,0,0,1.0,0.8333333333333334,0.9090909090909091
27615483,"I want to have the song 'Imagine' by John Lennon with a reverb effect applied to the audio. I currently don't have the audio file, so you need to find a video with the lyrics of the song first, then extract and apply the effect.",1.0,1.0,1.0,-1.0,0,0,0,0.5,0.6666666666666666,0.5714285714285715
17181545,I have a text written in Spanish (text_example.txt) and I want to find related images on the internet based on the most important keywords from the text. Please also provide grammatically correct keywords in English.,1.0,0.75,0.8571428571428571,-0.6000000000000001,0,0,0,1.0,0.6,0.7499999999999999
30741822,Please help me find a similar image to the input example.jpg.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
87184037,"I have an image with a text description and an audio clip. I'd like to combine and clear the audio, then search for related videos.",0.75,0.75,0.75,-0.19999999999999996,0,0,0,0.0,0.0,0
25511517,I have a video 'example.mp4' and I am interested to know more about its content. I want to search for information about the topics discussed in the video and create a new video with relevant visuals based on the keywords found.,0.2,0.25,0.22222222222222224,-0.3999999999999999,0,0,0,0.2,0.25,0.22222222222222224
80678448,I need to generate a list of relevant topics based on this text: 'How harsh weather conditions can impact the ecosystem and biodiversity?',1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
11859130,I need to extract the audio from the video 'example.mp4'.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
65761757,"I have a video 'example.mp4' and a related complex text. I want to summarize and simplify the text, then add it as a voiceover to my video. The text is: 'Machine learning is a method of data analysis that automates analytical model building. It is a branch of artificial intelligence based on the idea that systems can learn from data, identify patterns, and make decisions with minimal human intervention.'",0.75,1.0,0.8571428571428571,0.0,0,0,0,0.6,0.75,0.6666666666666665
26624823,"I have a large text document containing essential information about a video I created, and I would like to summarize it. After summarizing the text, please check it for grammatical errors and correct them. Then, extract the essential keywords from the corrected summary. Lastly, use these keywords to change the playback speed of my video, 'example.mp4'.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
78150540,"I want to add a voiceover to the example.mp4 video using the provided text: 'Welcome to our product demonstration. In this video, we will show you the features and benefits of our product.' and then extract the audio track from the edited video.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
12527002,"I have an image (example.jpg) with some text on it. I would like to know the sentiment of the text, find a relevant image based on the sentiment, and also correct any grammatical errors in the text.",1.0,1.0,1.0,1.0,0,0,0,0.5,1.0,0.6666666666666666
13553415,"I have a black and white image 'example.jpg', and I need it to be colorized.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
21718588,"I want to download an audio file from the URL 'https://example.com/audio.wav', then reduce its background noise and apply a reverb effect based on the instruction 'reverb effect: 50% dry-wet and 1.5s decay time'. Finally, I want to synchronize the edited audio with a video file 'example.mp4'.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
43596528,Expand the following short text into a more detailed version: 'Famous scientist in wheelchair',1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
34612150,I have a video 'example.mp4' and a script 'Here is the script for the voiceover. Please add this voiceover to the video.'. I'd like to create a new video with the voiceover added.,0.5,1.0,0.6666666666666666,-1.0,0,0,0,0.3333333333333333,0.5,0.4
73466323,I want to create a new image by applying the visual style of 'example_style.jpg' to the content of 'example_content.jpg' using neural style transfer techniques.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
88152233,"I would like to create an audio greeting for my friend's birthday using Text-to-Audio. Here's my text: 'Happy Birthday, dear friend! Have an amazing day!'. Combine this audio with example.wav, and then apply a chorus effect using Audio Effects.",0.6666666666666666,1.0,0.8,0.33333333333333337,0,0,0,0.5,0.6666666666666666,0.5714285714285715
17259732,I have a video file named 'example.mp4' and I want to extract the audio track from it without the need for acquiring any visual content therein.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
67630608,I want to add a reverb effect to this audio file 'example.wav' and feel the sound as if it is played inside a large hall.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
33439445,"I have a text that I'd like to check for grammatical errors. Additionally, I have an example.wav audio file on which I would like to add a reverb effect. Lastly, please transcribe the modified audio file into text.",1.0,1.0,1.0,-1.25,0,0,0,1.0,1.0,1.0
19129432,"I have written a paragraph for my website's about me section. Please check it and correct any grammatical errors. Here's the text: 'I am is an experienced software dveloper who work with modern web development technologies like: React, Node.js and Python. I enjoy to learn new things, and always keen to solving challenging problems.'",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
50624992,I would like to have a list of simple and easy-to-understand topics about climate change.,1.0,0.6666666666666666,0.8,0.0,0,0,0,1.0,0.6666666666666666,0.8
29887563,Please create a slideshow video using the images 'example1.jpg' and 'example2.jpg'.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
23228008,"I want to download the text from 'example.com/article' and paraphrase it to create a new version. Then, find related videos based on the paraphrased content.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
12158145,"Provide a unique voiceover to the example.mp4 video based on the following text: 'The machine-learning model performed extremely well, accurately predicting various parameters on numerous occasions.' Additionally, create a collage with the example.jpg image and a still image extracted from the video with the added voiceover.",1.0,0.42857142857142855,0.6,-1.4285714285714284,0,0,0,1.0,0.5,0.6666666666666666
28528820,"Translate the following French text into English, check for grammar errors, expand it into a detailed description, convert it into an audio file using a female voice, and reduce any background noise: 'La tour Eiffel est un monument célèbre à Paris.'",0.8,0.8,0.8000000000000002,0.8,0,0,0,0.2,0.5,0.28571428571428575
45010163,"I need to rewrite the article on 'The impact of artificial intelligence on society' in a simpler and more understandable manner, then extract the most important keywords from the simplified text and create a new unique version of the article.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
27739434,"I have a text including a URL of an audio file that I can't find. Here is the text: 'Check out this awesome song at http://audio.example.com/example.wav. Can you extract the URL, download the audio file, and apply a reverb effect to it?",0.3333333333333333,1.0,0.5,0.0,0,0,0,0.0,0.0,0
31895778,Please extract useful URLs from a summarized and English translated version of the text contained in the video 'example.mp4',0.6,0.75,0.6666666666666665,-0.3999999999999999,0,0,0,0.6,0.75,0.6666666666666665
20310424,I want to extract text from the image at this URL: 'https://example.com/example.jpg',1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
19655972,"From the provided video file example.mp4, I would like to generate a unique and simplified text description based on the audio contents. Please make sure the text is easy to understand and maintains the original meaning.",1.0,1.0,1.0,0.25,0,0,0,0.6666666666666666,0.5,0.5714285714285715
23252756,"I have an article and a video: 'example.txt' and 'example.mp4'. I'd like the article to be rewritten in a unique way while keeping the original meaning. After that, I'd like the rewritten text to help me adjust the speed of 'example.mp4' according to the instructions in the new text.",0.5,0.5,0.5,-0.6666666666666667,0,0,0,0.3333333333333333,0.25,0.28571428571428575
53490174,I want to find similar images to the example.jpg that I've uploaded.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
65575462,Find images of cats from the internet for creating a collage,0.5,1.0,0.6666666666666666,-0.5,0,0,0,0.5,1.0,0.6666666666666666
30464939,I would like to find images similar to the attached image 'example.jpg'.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
13115600,Find an image of a beautiful sunset.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
28592080,"I have a video file named example.mp4, please slow down its playback speed, then transcribe its content, extract keywords from the transcription, and find related images based on the extracted keywords.",1.0,1.0,1.0,-1.0,0,0,0,1.0,1.0,1.0
54658632,Please help me check the grammar of the following text: 'I has an apple. They likes it very much.',1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
12868491,"Dear Sir, I would like to be assisted. Please, can you help for improving my text? '. Thanking in advance. I'm sharing with you my text: 'Today I wents to the store and buys a chocolate for my childs. Then I eated it.'",0.3333333333333333,1.0,0.5,-1.6666666666666665,0,0,0,0.3333333333333333,1.0,0.5
21701432,I would like to create a collage using my image 'example.jpg' and a visually similar image found online. Here is the URL for the image: 'https://www.example.com/example.jpg',1.0,0.6666666666666666,0.8,0.0,0,0,0,1.0,0.6666666666666666,0.8
29071441,"I have a long text article about the Great Barrier Reef, and I want to create a video based on a summarized version of the text. The article can be found in the file 'great_barrier_reef.txt'.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
24807368,I have a black and white image named 'example.jpg'. I would like to add color to this image using deep learning techniques.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
23370600,I'd like to extract relevant information from the video 'example.mp4' and obtain URLs of websites related to those topics.,0.25,0.3333333333333333,0.28571428571428575,-0.5,0,0,0,0.25,0.3333333333333333,0.28571428571428575
12219339,I want to create a slideshow video using the images example1.jpg and example2.jpg.,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
25973572,"I have two images, example1.jpg and example2.jpg, that I want to combine into a single panorama image. From this panorama, I want to extract any visible text. Then, using that extracted text, I want to adjust the speed of a given video, example.mp4. Finally, please stabilize the adjusted video.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
13864445,"I want to analyze the sentiment of the following text: 'I am extremely happy with the results of my work.' and then create a video portraying the sentiment. Finally, extract the audio from the video generated.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
13370631,"I need an image illustrating a scene with a blue sky, green grass and a beautiful red flower at the center.",1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0
